Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Chassis.CurbWeight,"4377","attribute","uint16","False","kg","","","Vehicle curb weight, in kg, including all liquids and full tank of fuel, but no cargo or passengers.","","","",[]
Vehicle.Chassis.GrossWeight,"4378","attribute","uint16","False","kg","","","Curb weight of vehicle, including all liquids and full tank of fuel and full load of cargo and passengers.","","","",[]
Vehicle.Chassis.TowWeight,"4379","attribute","uint16","False","kg","","","Maximum weight, in kilos, of trailer.","","","",[]
Vehicle.Chassis.Length,"4380","attribute","uint16","False","mm","","","Overall vehicle length, in mm.","","","",[]
Vehicle.Chassis.Height,"4381","attribute","uint16","False","mm","","","Overall vehicle height, in mm.","","","",[]
Vehicle.Chassis.Width,"4382","attribute","uint16","False","mm","","","Overall vehicle width, in mm.","","","",[]
Vehicle.Chassis.Wheelbase,"4383","attribute","uint16","False","mm","","","Overall wheel base, in mm.","","","",[]
Vehicle.Chassis.Track,"4384","attribute","uint16","False","mm","","","Overall wheel tracking, in mm.","","","",[]
Vehicle.Chassis.Axle,"4901","branch","","False","","","","Axle signals","","",""
Vehicle.Chassis.Axle.WheelCount,"5043","attribute","uint8","True","","","","Number of wheels on the first axle","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.WheelCount.Row1,"5043","attribute","uint8","False","","","","Number of wheels on the first axle","","","",
Vehicle.Chassis.Axle.WheelCount.Row2,"5043","attribute","uint8","False","","","","Number of wheels on the first axle","","","",
Vehicle.Chassis.Axle.WheelDiameter,"5044","attribute","uint8","True","inch","","","Diameter of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.WheelDiameter.Row1,"5044","attribute","uint8","False","inch","","","Diameter of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.WheelDiameter.Row2,"5044","attribute","uint8","False","inch","","","Diameter of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.WheelWidth,"5045","attribute","uint8","True","inch","","","Width of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.WheelWidth.Row1,"5045","attribute","uint8","False","inch","","","Width of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.WheelWidth.Row2,"5045","attribute","uint8","False","inch","","","Width of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireDiameter,"5046","attribute","uint8","True","inch","","","Diameter of tires, in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.TireDiameter.Row1,"5046","attribute","uint8","False","inch","","","Diameter of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireDiameter.Row2,"5046","attribute","uint8","False","inch","","","Diameter of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireWidth,"5047","attribute","uint8","True","inch","","","Width of tires, in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.TireWidth.Row1,"5047","attribute","uint8","False","inch","","","Width of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireWidth.Row2,"5047","attribute","uint8","False","inch","","","Width of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.Wheel,"5048","branch","","False","","","","Brake signals for first row","","",""
Vehicle.Chassis.Axle.Wheel.Brake,"5049","branch","","False","","","","Brake signals for wheel","","",""
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel,"5050","sensor","uint8","True","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Left,"5050","sensor","uint8","True","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Left.Row1,"5050","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Left.Row2,"5050","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Right,"5050","sensor","uint8","True","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Right.Row1,"5050","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Right.Row2,"5050","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow,"5051","sensor","boolean","True","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Left,"5051","sensor","boolean","True","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Left.Row1,"5051","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Left.Row2,"5051","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Right,"5051","sensor","boolean","True","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Right.Row1,"5051","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Right.Row2,"5051","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear,"5052","sensor","uint8","True","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Left,"5052","sensor","uint8","True","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Left.Row1,"5052","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Left.Row2,"5052","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Right,"5052","sensor","uint8","True","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Right.Row1,"5052","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Right.Row2,"5052","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn,"5053","sensor","boolean","True","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Left,"5053","sensor","boolean","True","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Left.Row1,"5053","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Left.Row2,"5053","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Right,"5053","sensor","boolean","True","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Right.Row1,"5053","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Right.Row2,"5053","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Tire,"5054","branch","","False","","","","Tire signals for wheel","","",""
Vehicle.Chassis.Axle.Wheel.Tire.Pressure,"5055","sensor","uint8","True","kpa","","","Tire pressure in kilo-Pascal","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Left,"5055","sensor","uint8","True","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Left.Row1,"5055","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Left.Row2,"5055","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Right,"5055","sensor","uint8","True","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Right.Row1,"5055","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Right.Row2,"5055","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow,"5056","sensor","boolean","True","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Left,"5056","sensor","boolean","True","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Left.Row1,"5056","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Left.Row2,"5056","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Right,"5056","sensor","boolean","True","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Right.Row1,"5056","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Right.Row2,"5056","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature,"5057","sensor","float","True","celsius","","","Tire temperature in Celsius.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Left,"5057","sensor","float","True","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Left.Row1,"5057","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Left.Row2,"5057","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Right,"5057","sensor","float","True","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Right.Row1,"5057","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Right.Row2,"5057","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.AxleCount,"5042","attribute","uint8","False","","","","Number of axles on the vehicle","","","",[]
Vehicle.Chassis.ParkingBrake,"4918","branch","","False","","","","Parking brake signals","","",""
Vehicle.Chassis.ParkingBrake.IsEngaged,"4423","actuator","boolean","False","","","","Parking brake status. True = Parking Brake is Engaged. False = Parking Brake is not Engaged.","","","",[]
Vehicle.Chassis.SteeringWheel,"4919","branch","","False","","","","Steering wheel signals","","",""
Vehicle.Chassis.SteeringWheel.Angle,"4424","sensor","Int16","False","degrees","","","Steering wheel angle. Positive = degrees to the left. Negative = degrees to the right.","","","",[]
Vehicle.Chassis.SteeringWheel.Tilt,"4425","actuator","uint8","False","percent","0","100","Steering wheel column tilt. 0 = Lowest position. 100 = Highest position.","","","",[]
Vehicle.Chassis.SteeringWheel.Extension,"4426","actuator","uint8","False","percent","0","100","Steering wheel column extension from dashboard. 0 = Closest to dashboard. 100 = Furthest from dashboard.","","","",[]
Vehicle.Chassis.Accelerator,"4920","branch","","False","","","","Accelerator signals","","",""
Vehicle.Chassis.Accelerator.PedalPosition,"4427","sensor","uint8","False","percent","0","100","Accelerator pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","",[]
Vehicle.Chassis.Brake,"4921","branch","","False","","","","Brake system signals","","",""
Vehicle.Chassis.Brake.PedalPosition,"4428","sensor","uint8","False","percent","0","100","Brake pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","",[]
Vehicle.Chassis.Trailer,"4922","branch","","False","","","","Trailer signals","","",""
Vehicle.Chassis.Trailer.Connected,"4429","sensor","boolean","False","","","","Signal indicating if trailer is connected or not.","","","",[]
Vehicle.OBD,"4923","branch","","False","","","","OBD data.","","",""
Vehicle.OBD.PidsA,"4430","sensor","uint32","False","","","","PID 00 - Bit array of the supported pids 01 to 20","","","",[]
Vehicle.OBD.Status,"4924","branch","","False","","","","PID 01 - OBD status","","",""
Vehicle.OBD.Status.MIL,"4431","sensor","boolean","False","","","","Malfunction Indicator Light (MIL) False = Off, True = On","","","",[]
Vehicle.OBD.Status.DTCCount,"4432","sensor","uint32","False","","","","Number of sensor Trouble Codes (DTC)","","","",[]
Vehicle.OBD.Status.IgnitionType,"4433","sensor","string","False","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","spark / compression","","",[]
Vehicle.OBD.FreezeDTC,"4434","sensor","string","False","","","","PID 02 - DTC that triggered the freeze frame","","","",[]
Vehicle.OBD.FuelStatus,"4435","sensor","string","False","","","","PID 03 - Fuel status","","","",[]
Vehicle.OBD.EngineLoad,"4436","sensor","uint8","False","percent","0","100","PID 04 - Engine load in percent - 0 = no load, 100 = full load","","","",[]
Vehicle.OBD.CoolantTemperature,"4437","sensor","float","False","celsius","","","PID 05 - Coolant temperature","","","",[]
Vehicle.OBD.ShortTermFuelTrim1,"4438","sensor","int8","False","percent","-100","100","PID 06 - Short Term (immediate) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.LongTermFuelTrim1,"4439","sensor","int8","False","percent","-100","100","PID 07 - Long Term (learned) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.ShortTermFuelTrim2,"4440","sensor","int8","False","percent","-100","100","PID 08 - Short Term (immediate) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.LongTermFuelTrim2,"4441","sensor","int8","False","percent","-100","100","PID 09 - Long Term (learned) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.FuelPressure,"4442","sensor","float","False","kpa","0","","PID 0A - Fuel pressure","","","",[]
Vehicle.OBD.MAP,"4443","sensor","float","False","kpa","0","","PID 0B - Intake manifold pressure","","","",[]
Vehicle.OBD.EngineSpeed,"4444","sensor","float","False","rpm","","","PID 0C - Engine speed measured as rotations per minute","","","",[]
Vehicle.OBD.Speed,"4445","sensor","float","False","km/h","","","PID 0D - Vehicle speed","","","",[]
Vehicle.OBD.TimingAdvance,"4446","sensor","float","False","degrees","","","PID 0E - Time advance","","","",[]
Vehicle.OBD.IntakeTemp,"4447","sensor","float","False","celsius","","","PID 0F - Intake temperature","","","",[]
Vehicle.OBD.MAF,"4448","sensor","int16","False","g/s","","","PID 10 - Grams of air drawn into engine per second","","","",[]
Vehicle.OBD.ThrottlePosition,"4449","sensor","uint8","False","percent","0","100","PID 11 - Throttle position - 0 = closed throttle, 100 = open throttle","","","",[]
Vehicle.OBD.AirStatus,"4450","sensor","string","False","","","","PID 12 - Secondary air status","","","",[]
Vehicle.OBD.O2,"4925","branch","","False","","","","PID 13 - Presence of oxygen sensors for the banks","","",""
Vehicle.OBD.O2.Bank1,"4926","branch","","False","","","","Oxygen sensors on bank 1, at most 4 sensors per bank","","",""
Vehicle.OBD.O2.Bank1.Sensor1,"4927","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank1.Sensor1.Voltage,"4451","sensor","float","False","V","","","PID 14 - Sensor voltage","","","",[]
